date,sta,flight_no,origin,origin_code,airline_name,aircraft_type,tail_reg,icao_cat,cbp_flag,actual_landing,gate
02-Apr-26,08:15,EI86,Cleveland (CLE),CLE,Aer Lingus,A21N,EI-XLW,C,TRUE,,
02-Apr-26,08:17,N/A,London (STN),STN,Ryanair,B738,9H-QAY,C,FALSE,,
02-Apr-26,08:20,FR262,Alicante (ALC),ALC,Ryanair,B738,EI-EBF,C,FALSE,,
02-Apr-26,08:20,KL1135,Amsterdam (AMS),AMS,KLM,E295,PH-NXU,C,FALSE,,
02-Apr-26,08:25,EI82,Indianapolis (IND),IND,Aer Lingus,A21N,EI-XLU,C,FALSE,,
02-Apr-26,08:25,EI136,Boston (BOS),BOS,Aer Lingus,A333,EI-FNG,E,TRUE,,
02-Apr-26,08:30,FR3881,Dubrovnik (DBV),DBV,Ryanair,B738,SP-RSC,C,FALSE,,
02-Apr-26,08:45,DL176,Atlanta (ATL),ATL,Delta Air Lines,B764,N825MH,D,TRUE,,
02-Apr-26,08:50,EI106,New York (JFK),JFK,Aer Lingus,A21N,EI-LRA,C,TRUE,,
02-Apr-26,08:50,EI3401,Donegal (CFN),CFN,Aer Lingus Regional,AT76,EI-GPO,B,FALSE,,
02-Apr-26,08:50,FR809,Edinburgh (EDI),EDI,Ryanair,B738,SP-RKV,C,FALSE,,
02-Apr-26,08:55,EI118,Washington (IAD),IAD,Aer Lingus,A21N,EI-LRE,C,TRUE,,
02-Apr-26,08:55,AY1381,Helsinki (HEL),HEL,Jettime,B738,OY-JYC,C,FALSE,,
02-Apr-26,08:55,EY45,Abu Dhabi (AUH),AUH,Etihad Airways,B789,A6-BLQ,E,FALSE,,
02-Apr-26,09:00,EI151,London (LHR),LHR,Aer Lingus,A20N,EI-NSG,C,FALSE,,
02-Apr-26,09:05,IB1881,Madrid (MAD),MAD,Iberia Express,A320,EC-KOH,C,FALSE,,
02-Apr-26,09:10,FR7045,Malaga (AGP),AGP,Ryanair,B738,EI-DWP,C,FALSE,,
02-Apr-26,09:10,VY8720,Barcelona (BCN),BCN,Vueling,A320,EC-MER,C,FALSE,,
02-Apr-26,09:15,DL44,New York (JFK),JFK,Delta Air Lines,B763,N1603,D,TRUE,,
02-Apr-26,09:15,EI203,Manchester (MAN),MAN,Aer Lingus,A320,EI-DEP,C,FALSE,,
02-Apr-26,09:20,EI120,Orlando (MCO),MCO,Aer Lingus,A333,EI-EIL,E,TRUE,,
02-Apr-26,09:20,EI263,Birmingham (BHX),BHX,Aer Lingus,A320,EI-DEL,C,FALSE,,
02-Apr-26,09:35,AA724,Charlotte (CLT),CLT,American Airlines,B772,N776AN,E,TRUE,,
02-Apr-26,09:35,TK1975,Istanbul (IST),IST,Turkish Airlines,A21N,TC-LSM,C,FALSE,,
02-Apr-26,09:40,BA826,London (LHR),LHR,British Airways,A320,G-EUUC,C,FALSE,,
02-Apr-26,09:40,FR363,Funchal (FNC),FNC,Ryanair,B38M,EI-IKN,C,FALSE,,
02-Apr-26,09:45,AA132,Dallas (DFW),DFW,American Airlines,B788,N812AA,E,TRUE,,
02-Apr-26,09:45,EI401,Rome (FCO),FCO,Aer Lingus,A320,EI-DVG,C,FALSE,,
02-Apr-26,09:45,UA980,Chicago (ORD),ORD,United Airlines,B788,N26906,E,TRUE,,
02-Apr-26,09:50,EA3221,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-GZV,B,FALSE,,
02-Apr-26,09:50,EA3251,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-HPK,B,FALSE,,
02-Apr-26,09:50,EI3391,Leeds (LBA),LBA,Aer Lingus Regional,AT76,G-CMMT,B,FALSE,,
02-Apr-26,09:50,FR31,London (STN),STN,Ryanair,B38M,EI-IFW,C,FALSE,,
02-Apr-26,09:55,FR561,Manchester (MAN),MAN,Ryanair,B738,EI-DLX,C,FALSE,,
02-Apr-26,09:55,FR661,Birmingham (BHX),BHX,Ryanair,B38M,EI-IHM,C,FALSE,,
02-Apr-26,09:55,LH2516,Munich (MUC),MUC,Lufthansa,A321,D-AIRS,C,FALSE,,
02-Apr-26,09:59,N/A,Leeds (LBA),LBA,Aer Lingus Regional,AT76,EI-FAT,B,FALSE,,
02-Apr-26,10:00,EA3351,Newcastle (NCL),NCL,Aer Lingus Regional,AT76,EI-HPJ,B,FALSE,,
02-Apr-26,10:00,FR505,Bristol (BRS),BRS,Ryanair,B738,9H-QBD,C,FALSE,,
02-Apr-26,10:00,WS34,Toronto (YYZ),YYZ,WestJet,B38M,C-GRAG,C,TRUE,,
02-Apr-26,10:05,FR113,London (LGW),LGW,Ryanair,B738,SP-RKH,C,FALSE,,
02-Apr-26,10:05,FR275,Glasgow (GLA),GLA,Ryanair,B738,SP-RKD,C,FALSE,,
02-Apr-26,10:10,FR441,Liverpool (LPL),LPL,Ryanair,B738,EI-GSK,C,FALSE,,
02-Apr-26,10:15,EI153,London (LHR),LHR,Aer Lingus,A20N,EI-NSB,C,FALSE,,
02-Apr-26,10:15,FR1987,Nantes (NTE),NTE,Ryanair,B738,9H-QCF,C,FALSE,,
02-Apr-26,10:20,EI603,Amsterdam (AMS),AMS,Aer Lingus,A320,EI-EDS,C,FALSE,,
02-Apr-26,10:20,EI3321,Manchester (MAN),MAN,Aer Lingus Regional,AT76,EI-HDK,B,FALSE,,
02-Apr-26,10:20,N/A,Cardiff (CWL),CWL,Ryanair,B38M,EI-HGY,C,FALSE,,
02-Apr-26,10:25,KL1137,Amsterdam (AMS),AMS,KLM,B738,PH-BXZ,C,FALSE,,
02-Apr-26,10:25,SK4603,Oslo (OSL),OSL,SAS,32N,,C,FALSE,,
02-Apr-26,10:30,FR537,Nottingham (EMA),EMA,Ryanair,B38M,EI-ILA,C,FALSE,,
02-Apr-26,10:35,EI124,Chicago (ORD),ORD,Aer Lingus,A333,EI-GCF,E,TRUE,,
02-Apr-26,10:35,BA4462,London (LCY),LCY,British Airways,E190,G-LCAH,C,FALSE,,
02-Apr-26,10:35,FR1983,Biarritz (BIQ),BIQ,Ryanair,B38M,EI-IHY,C,FALSE,,
02-Apr-26,10:40,UA228,Washington (IAD),IAD,United Airlines,B752,N17128,D,TRUE,,
02-Apr-26,10:45,DL154,Boston (BOS),BOS,Delta Air Lines,B763,N177DZ,D,TRUE,,
02-Apr-26,10:45,EA3243,Aberdeen (ABZ),ABZ,Aer Lingus Regional,AT76,EI-GPN,B,FALSE,,
02-Apr-26,10:45,FR331,London (LTN),LTN,Ryanair,B38M,9H-VUZ,C,FALSE,,
02-Apr-26,10:55,EI3551,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-HNA,B,FALSE,,
02-Apr-26,10:55,FR421,Amsterdam (AMS),AMS,Ryanair,B738,EI-DPP,C,FALSE,,
02-Apr-26,10:55,FR1985,Carcassonne (CCF),CCF,Ryanair,B38M,EI-HGP,C,FALSE,,
02-Apr-26,10:55,FR5126,Hamburg (HAM),HAM,Ryanair,B738,9H-QDR,C,FALSE,,
02-Apr-26,10:55,SK535,Stockholm (ARN),ARN,SAS,A20N,EI-SCE,C,FALSE,,
02-Apr-26,10:59,N/A,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-HNA,B,FALSE,,
02-Apr-26,11:00,EI3301,Southampton (SOU),SOU,Aer Lingus Regional,AT76,EI-GPP,B,FALSE,,
02-Apr-26,11:05,EI631,Brussels (BRU),BRU,Aer Lingus,A320,EI-FNJ,C,FALSE,,
02-Apr-26,11:05,FR658,Brussels (BRU),BRU,Ryanair,B738,SP-RSQ,C,FALSE,,
02-Apr-26,11:10,FR115,London (LGW),LGW,Ryanair,B738,SP-RKM,C,FALSE,,
02-Apr-26,11:10,UA317,New York (EWR),EWR,United Airlines,B752,N13113,D,TRUE,,
02-Apr-26,11:15,EI521,Paris (CDG),CDG,Aer Lingus,A21N,EI-XLR,C,FALSE,,
02-Apr-26,11:15,GR686,Guernsey (GCI),GCI,Titan Airways,E190,G-POWX,C,FALSE,,
02-Apr-26,11:20,EI155,London (LHR),LHR,Aer Lingus,A20N,EI-NSE,C,FALSE,,
02-Apr-26,11:25,EI693,Dusseldorf (DUS),DUS,Aer Lingus,A320,EI-DES,C,FALSE,,
02-Apr-26,11:25,LM51,Aberdeen (ABZ),ABZ,Loganair,AT76,G-LMTE,B,FALSE,,
02-Apr-26,11:30,EI681,Geneva (GVA),GVA,Aer Lingus,A20N,EI-NSA,C,FALSE,,
02-Apr-26,11:30,XQ532,Antalya (AYT),AYT,SunExpress,B38M,TC-SMI,C,FALSE,,
02-Apr-26,11:35,FR612,Kerry (KIR),KIR,Ryanair,B38M,EI-HGY,C,FALSE,,
02-Apr-26,11:39,N/A,Farnborough (FAB),FAB,NetJets,E55P,CS-PHV,C,FALSE,,
02-Apr-26,11:40,EI108,New York (JFK),JFK,Aer Lingus,A21N,EI-LRG,C,TRUE,,
02-Apr-26,11:40,LH978,Frankfurt (FRA),FRA,Lufthansa,A321,D-AIRO,C,FALSE,,
02-Apr-26,11:45,EI60,San Francisco (SFO),SFO,Aer Lingus,A333,EI-EIN,E,TRUE,,
02-Apr-26,11:45,FR9457,Bologna (BLQ),BLQ,Ryanair,B38M,EI-HMW,C,FALSE,,
02-Apr-26,11:50,FR813,Edinburgh (EDI),EDI,Ryanair,B38M,EI-IFW,C,FALSE,,
02-Apr-26,11:50,SK537,Copenhagen (CPH),CPH,SAS,A20N,EI-SCH,C,FALSE,,
02-Apr-26,12:05,EI142,Cancun (CUN),CUN,Aer Lingus,A333,EI-GAJ,E,FALSE,,
02-Apr-26,12:05,BA828,London (LHR),LHR,British Airways,A21N,G-NEOP,C,FALSE,,
02-Apr-26,12:05,EI333,Berlin (BER),BER,Aer Lingus,A320,EI-DEJ,C,FALSE,,
02-Apr-26,12:05,WF372,Bergen (BGO),BGO,Wideroe,E290,LN-WEA,C,FALSE,,
02-Apr-26,12:10,EI651,Frankfurt (FRA),FRA,Aer Lingus,A320,EI-DEI,C,FALSE,,
02-Apr-26,12:10,FR651,Lisbon (LIS),LIS,Ryanair,B738,EI-EBK,C,FALSE,,
02-Apr-26,12:10,FR6874,Barcelona (BCN),BCN,Ryanair,B738,9H-QAR,C,FALSE,,
02-Apr-26,12:10,FR7763,Alicante (ALC),ALC,Ryanair,B38M,EI-HMZ,C,FALSE,,
02-Apr-26,12:10,LX400,Zurich (ZRH),ZRH,Swiss,BCS3,HB-JCM,C,FALSE,,
02-Apr-26,12:15,FR942,Palma de Mallorca (PMI),PMI,Ryanair,B38M,EI-HET,C,FALSE,,
02-Apr-26,12:20,EI52,Seattle (SEA),SEA,Aer Lingus,A332,EI-DUO,E,TRUE,,
02-Apr-26,12:20,EI593,Madrid (MAD),MAD,Aer Lingus (Retro livery),A320,EI-DVM,C,FALSE,,
02-Apr-26,12:20,EK161,Dubai (DXB),DXB,Emirates,B77W,A6-EPH,C,FALSE,,
02-Apr-26,12:25,EA3555,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-GPO,B,FALSE,,
02-Apr-26,12:30,FR117,London (LGW),LGW,Ryanair,B738,EI-EBF,C,FALSE,,
02-Apr-26,12:40,KL1139,Amsterdam (AMS),AMS,KLM (1700th E-Jet Sticker),E295,PH-NXM,C,FALSE,,
02-Apr-26,12:45,EI205,Manchester (MAN),MAN,Aer Lingus,A21N,EI-XLW,C,FALSE,,
02-Apr-26,12:50,EI343,Zurich (ZRH),ZRH,Aer Lingus,A320,EI-DVE,C,FALSE,,
02-Apr-26,12:50,EI563,Barcelona (BCN),BCN,Aer Lingus,A20N,EI-NSH,C,FALSE,,
02-Apr-26,12:55,BA810,London (LHR),LHR,British Airways,A20N,G-TTNW,C,FALSE,,
02-Apr-26,12:55,EI433,Milan (LIN),LIN,Aer Lingus,A320,EI-DEK,C,FALSE,,
02-Apr-26,13:00,FR1924,Warsaw (WMI),WMI,Ryanair,B738,SP-RNP,C,FALSE,,
02-Apr-26,13:00,PC1157,Istanbul (SAW),SAW,Pegasus,A21N,TC-RDJ,C,FALSE,,
02-Apr-26,13:05,EI353,Munich (MUC),MUC,Aer Lingus,A21N,EI-LRF,C,FALSE,,
02-Apr-26,13:05,FR507,Bristol (BRS),BRS,Ryanair,B738,EI-EMB,C,FALSE,,
02-Apr-26,13:05,FR663,Birmingham (BHX),BHX,Ryanair,B738,9H-QCF,C,FALSE,,
02-Apr-26,13:10,FR7031,Faro (FAO),FAO,Ryanair,B38M,EI-HEN,C,FALSE,,
02-Apr-26,13:10,SK2467,Copenhagen (CPH),CPH,SAS,E195,SE-RSZ,C,FALSE,,
02-Apr-26,13:15,EI3223,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-GZV,B,FALSE,,
02-Apr-26,13:15,EA3323,Manchester (MAN),MAN,Aer Lingus Regional,AT76,EI-HPK,B,FALSE,,
02-Apr-26,13:15,FI418,Reykjavik (KEF),KEF,Icelandair,B39M,TF-ICB,C,FALSE,,
02-Apr-26,13:20,FR287,London (STN),STN,Ryanair,B38M,EI-HGP,C,FALSE,,
02-Apr-26,13:20,FR5218,Lublin (LUZ),LUZ,Ryanair,B38M,9H-VUQ,C,FALSE,,
02-Apr-26,13:20,MS775,Cairo (CAI),CAI,Egyptair,A20N,SU-GFK,C,FALSE,,
02-Apr-26,13:25,EI643,Prague (PRG),PRG,Aer Lingus,A320,EI-DVH,C,FALSE,,
02-Apr-26,13:25,FR5569,Rome (FCO),FCO,Ryanair,B738,9H-QAL,C,FALSE,,
02-Apr-26,13:30,EI159,London (LHR),LHR,Aer Lingus,A20N,EI-NSG,C,FALSE,,
02-Apr-26,13:35,EI403,Rome (FCO),FCO,Aer Lingus,A320,EI-DEH,C,FALSE,,
02-Apr-26,13:35,FR7047,Malaga (AGP),AGP,Ryanair,B738,SP-RND,C,FALSE,,
02-Apr-26,13:40,EI3253,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-FAT,B,FALSE,,
02-Apr-26,13:45,FR5061,Cagliari (CAG),CAG,Ryanair,B38M,9H-VVJ,C,FALSE,,
02-Apr-26,13:53,N/A,Southampton (SOU),SOU,Aer Lingus Regional,AT76,EI-HPJ,B,FALSE,,
02-Apr-26,14:00,EI605,Amsterdam (AMS),AMS,Aer Lingus,A21N,EI-XLU,C,FALSE,,
02-Apr-26,14:05,EI451,Naples (NAP),NAP,Aer Lingus,A320,EI-GAM,C,FALSE,,
02-Apr-26,14:05,EA3931,Newquay (NQY),NQY,Aer Lingus Regional,AT76,EI-HDK,B,FALSE,,
02-Apr-26,14:10,EI423,Venice (VCE),VCE,Aer Lingus,A320,EI-DVK,C,FALSE,,
02-Apr-26,14:10,EI525,Paris (CDG),CDG,Aer Lingus,A21N,EI-XLV,C,FALSE,,
02-Apr-26,14:10,FR438,Reus (REU),REU,Ryanair,B738,EI-EVJ,C,FALSE,,
02-Apr-26,14:15,EI483,Lisbon (LIS),LIS,Aer Lingus,A320,EI-DEM,C,FALSE,,
02-Apr-26,14:15,EI493,Faro (FAO),FAO,Aer Lingus,A320,EI-DVI,C,FALSE,,
02-Apr-26,14:20,EA3193,Liverpool (LPL),LPL,Aer Lingus Regional,AT76,EI-HNA,B,FALSE,,
02-Apr-26,14:20,EI3267,Birmingham (BHX),BHX,Aer Lingus Regional,AT76,EI-GPN,B,FALSE,,
02-Apr-26,14:20,EW9394,Dusseldorf (DUS),DUS,Eurowings,A20N,D-AENG,C,FALSE,,
02-Apr-26,14:20,FR338,London (LTN),LTN,Ryanair,B738,9H-QDR,C,FALSE,,
02-Apr-26,14:30,EI68,Los Angeles (LAX),LAX,Aer Lingus,A333,EI-EIM,E,TRUE,,
02-Apr-26,14:30,FR3994,Agadir (AGA),AGA,Ryanair,B738,SP-RNS,C,FALSE,,
02-Apr-26,14:35,BA830,London (LHR),LHR,British Airways,A21N,G-NEOS,C,FALSE,,
02-Apr-26,14:35,FR203,London (STN),STN,Ryanair,B738,SP-RSQ,C,FALSE,,
02-Apr-26,14:35,FR1112,London (LGW),LGW,Ryanair,B38M,EI-IHY,C,FALSE,,
02-Apr-26,14:40,EI505,Bordeaux (BOD),BOD,Aer Lingus,A320,EI-DEP,C,FALSE,,
02-Apr-26,14:40,EA3255,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-GPP,B,FALSE,,
02-Apr-26,14:40,FR3007,Amsterdam (AMS),AMS,Ryanair,B738,9H-QBD,C,FALSE,,
02-Apr-26,14:40,FR7129,Fuerteventura (FUE),FUE,Ryanair,B38M,EI-ILJ,C,FALSE,,
02-Apr-26,14:45,EI581,Malaga (AGP),AGP,Aer Lingus,A21N,EI-LRD,C,FALSE,,
02-Apr-26,14:45,FR4519,Athens (ATH),ATH,Ryanair,B738,9H-QAD,C,FALSE,,
02-Apr-26,14:50,EI163,London (LHR),LHR,Aer Lingus,A20N,EI-NSB,C,FALSE,,
02-Apr-26,14:50,EI393,Hamburg (HAM),HAM,Aer Lingus,A320,EI-DEL,C,FALSE,,
02-Apr-26,14:50,EI3227,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-GZV,B,FALSE,,
02-Apr-26,14:53,VJT437,Nice (NCE),NCE,VistaJet,CL35,9H-VCN,C,FALSE,,
02-Apr-26,14:55,FR6125,Milan (BGY),BGY,Ryanair,B738,SP-RKV,C,FALSE,,
02-Apr-26,15:04,N/A,Nice (NCE),NCE,NetJets,C68A,CS-LTQ,C,FALSE,,
02-Apr-26,15:05,BA4464,London (LCY),LCY,British Airways,E190,G-LCYM,C,FALSE,,
02-Apr-26,15:25,AF1816,Paris (CDG),CDG,Air France,BCS3,F-HZUH,C,FALSE,,
02-Apr-26,15:25,EI477,Dubrovnik (DBV),DBV,Aer Lingus,A320,EI-EDP,C,FALSE,,
02-Apr-26,15:25,FR97,Prague (PRG),PRG,Ryanair,B738,SP-RSF,C,FALSE,,
02-Apr-26,15:25,FR553,Manchester (MAN),MAN,Ryanair,B38M,EI-HMZ,C,FALSE,,
02-Apr-26,15:30,EI209,Manchester (MAN),MAN,Aer Lingus,A320,EI-DEJ,C,FALSE,,
02-Apr-26,15:30,EI441,Athens (ATH),ATH,Aer Lingus,A320,EI-DVN,C,FALSE,,
02-Apr-26,15:35,FR5132,Basel (BSL),BSL,Ryanair,B738,SP-RKH,C,FALSE,,
02-Apr-26,15:40,FR95,Gran Canaria (LPA),LPA,Ryanair,B38M,EI-ILC,C,FALSE,,
02-Apr-26,15:45,EI165,London (LHR),LHR,Aer Lingus,A20N,EI-NSE,C,FALSE,,
02-Apr-26,16:00,TK1977,Istanbul (IST),IST,Turkish Airlines,B38M,TC-LCI,C,FALSE,,
02-Apr-26,16:05,BA4466,London (LCY),LCY,British Airways,E190,G-LCAC,C,FALSE,,
02-Apr-26,16:05,FR665,Birmingham (BHX),BHX,Ryanair,B738,EI-EBF,C,FALSE,,
02-Apr-26,16:10,FR157,Leeds (LBA),LBA,Ryanair,B38M,9H-VVL,C,FALSE,,
02-Apr-26,16:15,FR119,London (LGW),LGW,Ryanair,B738,9H-QCF,C,FALSE,,
02-Apr-26,16:15,FR815,Edinburgh (EDI),EDI,Ryanair,B738,SP-RNP,C,FALSE,,
02-Apr-26,16:20,FR633,Copenhagen (CPH),CPH,Ryanair,B738,EI-DPP,C,FALSE,,
02-Apr-26,16:20,FR5150,Glasgow (GLA),GLA,Ryanair,B738,9H-QAL,C,FALSE,,
02-Apr-26,16:25,FR830,Venice (VCE),VCE,Ryanair,B738,SP-RKD,C,FALSE,,
02-Apr-26,16:35,EI161,London (LHR),LHR,Aer Lingus,A20N,EI-NSD,C,FALSE,,
02-Apr-26,16:35,FR1861,Paris (BVA),BVA,Ryanair,B738,9H-QAR,C,FALSE,,
02-Apr-26,16:35,FR5556,Tenerife (TFS),TFS,Ryanair,B38M,EI-IJD,C,FALSE,,
02-Apr-26,16:35,FR7033,Faro (FAO),FAO,Ryanair,B38M,EI-IHM,C,FALSE,,
02-Apr-26,16:40,KL1141,Amsterdam (AMS),AMS,KLM,E190,PH-EZG,C,FALSE,,
02-Apr-26,16:45,EI3257,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-GPO,B,FALSE,,
02-Apr-26,16:49,N/A,London (BQH),BQH,NetJets,CL60,CS-CLA,C,FALSE,,
02-Apr-26,16:50,EI777,Lanzarote (ACE),ACE,Aer Lingus,A320,EI-GAL,C,FALSE,,
02-Apr-26,16:55,FR5911,Lanzarote (ACE),ACE,Ryanair,B38M,EI-IHC,C,FALSE,,
02-Apr-26,16:55,LH980,Frankfurt (FRA),FRA,Lufthansa,A321,D-AISB,C,FALSE,,
02-Apr-26,16:55,VL2518,Munich (MUC),MUC,Lufthansa City,A20N,D-AIJR,C,FALSE,,
02-Apr-26,17:10,EI545,Nice (NCE),NCE,Aer Lingus,A320,EI-DER,C,FALSE,,
02-Apr-26,17:10,FR339,London (LTN),LTN,Ryanair,B38M,EI-IGL,C,FALSE,,
02-Apr-26,17:15,AY1385,Helsinki (HEL),HEL,Finnair (Oneworld Livery),E190,OH-LKN,C,FALSE,,
02-Apr-26,17:15,EI167,London (LHR),LHR,Aer Lingus,A20N,EI-NSH,C,FALSE,,
02-Apr-26,17:15,EA3225,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-FAT,B,FALSE,,
02-Apr-26,17:20,EI527,Paris (CDG),CDG,Aer Lingus,A320,EI-DEI,C,FALSE,,
02-Apr-26,17:20,EA3393,Leeds (LBA),LBA,Aer Lingus Regional,AT76,EI-HPK,B,FALSE,,
02-Apr-26,17:20,FR3976,Barcelona (BCN),BCN,Ryanair,B738,EI-ESV,C,FALSE,,
02-Apr-26,17:25,FR447,Liverpool (LPL),LPL,Ryanair,B738,9H-QAS,C,FALSE,,
02-Apr-26,17:25,BY1487,Lanzarote (ACE),ACE,TUI,B738,G-FDZZ,C,FALSE,,
02-Apr-26,17:35,FR289,London (STN),STN,Ryanair,B738,9H-QFB,C,FALSE,,
02-Apr-26,17:40,EI609,Amsterdam (AMS),AMS,Aer Lingus,A320,EI-EDS,C,FALSE,,
02-Apr-26,17:45,EI405,Rome (FCO),FCO,Aer Lingus,A320,EI-DVG,C,FALSE,,
02-Apr-26,17:50,EA3273,Birmingham (BHX),BHX,Aer Lingus Regional,AT76,EI-HDK,B,FALSE,,
02-Apr-26,17:50,FR7055,Malaga (AGP),AGP,Ryanair,B38M,9H-VUZ,C,FALSE,,
02-Apr-26,17:50,FR7035,Faro (FAO),FAO,Ryanair,B738,SP-RKM,C,FALSE,,
02-Apr-26,17:50,LX404,Zurich (ZRH),ZRH,Swiss,BCS1,HB-JBE,C,FALSE,,
02-Apr-26,17:55,DY1362,Oslo (OSL),OSL,Norwegian,B738,LN-NHA,C,FALSE,,
02-Apr-26,17:55,FR7366,Vienna (VIE),VIE,Lauda Europe,A320,9H-LOA,C,FALSE,,
02-Apr-26,17:59,5X207,Louisville (SDF),SDF,UPS,B763,N345UP,D,FALSE,,
02-Apr-26,18:00,BA832,London (LHR),LHR,British Airways,A20N,G-TTSG,C,FALSE,,
02-Apr-26,18:05,EI553,Lyon (LYS),LYS,Aer Lingus,A320,EI-DES,C,FALSE,,
02-Apr-26,18:05,TP1324,Lisbon (LIS),LIS,TAP Express,E195,CS-TAX,C,FALSE,,
02-Apr-26,18:05,N/A,Isle of Man (IOM),IOM,Aer Lingus Regional,AT76,EI-GZV,B,FALSE,,
02-Apr-26,18:10,EI3217,Isle of Man (IOM),IOM,Aer Lingus,AT7,,B,FALSE,,
02-Apr-26,18:10,FR555,Manchester (MAN),MAN,Ryanair,B38M,EI-IHY,C,FALSE,,
02-Apr-26,18:13,N/A,St. Gallen (ACH),ACH,NetJets,C68A,CS-LUC,C,FALSE,,
02-Apr-26,18:15,FR9320,Trieste (TRS),TRS,Ryanair,B38M,EI-HET,C,FALSE,,
02-Apr-26,18:20,EI169,London (LHR),LHR,Aer Lingus,A20N,EI-NSG,C,FALSE,,
02-Apr-26,18:20,SK2537,Copenhagen (CPH),CPH,SAS,A20N,EI-SCD,C,FALSE,,
02-Apr-26,18:25,AF1116,Paris (CDG),CDG,Air France,E190,F-HBLY,C,FALSE,,
02-Apr-26,18:30,FR4284,Marseille (MRS),MRS,Ryanair,B738,EI-DPH,C,FALSE,,
02-Apr-26,18:35,EA3327,Manchester (MAN),MAN,Aer Lingus Regional,AT76,EI-GPP,B,FALSE,,
02-Apr-26,18:35,FR25,Paris (BVA),BVA,Ryanair,B38M,EI-IKW,C,FALSE,,
02-Apr-26,18:40,BA4472,London (LCY),LCY,British Airways,E190,G-LCYL,C,FALSE,,
02-Apr-26,18:40,FR5307,Kerry (KIR),KIR,Ryanair,B738,SP-RKH,C,FALSE,,
02-Apr-26,18:40,FR5419,Berlin (BER),BER,Ryanair,B738,EI-EBV,C,FALSE,,
02-Apr-26,18:45,FR1115,Reus (REU),REU,Ryanair,B38M,EI-HEN,C,FALSE,,
02-Apr-26,18:50,FR1043,Toulouse (TLS),TLS,Ryanair,B738,SP-RND,C,FALSE,,
02-Apr-26,18:55,EA3305,Southampton (SOU),SOU,Aer Lingus Regional,AT76,EI-HPJ,B,FALSE,,
02-Apr-26,18:55,FR121,London (LGW),LGW,Ryanair,B38M,EI-ILJ,C,FALSE,,
02-Apr-26,18:55,LG4883,Luxembourg (LUX),LUX,Luxair,E295,LX-LEA,C,FALSE,,
02-Apr-26,19:05,EW2774,Stuttgart (STR),STR,Eurowings,A320,D-AEWR,C,FALSE,,
02-Apr-26,19:05,FR667,Birmingham (BHX),BHX,Ryanair,B38M,EI-ILC,C,FALSE,,
02-Apr-26,19:05,FR3101,Amsterdam (AMS),AMS,Ryanair,B738,SP-RSQ,C,FALSE,,
02-Apr-26,19:05,SK2565,Stockholm (ARN),ARN,SAS,32N,,C,FALSE,,
02-Apr-26,19:15,EI749,Bilbao (BIO),BIO,Aer Lingus,A320,EI-DEK,C,FALSE,,
02-Apr-26,19:15,FR1457,Brussels (BRU),BRU,Ryanair,B738,9H-QBD,C,FALSE,,
02-Apr-26,19:15,FR2031,Krakow (KRK),KRK,Ryanair,B38M,SP-RZV,C,FALSE,,
02-Apr-26,19:15,TO7908,Paris (ORY),ORY,Transavia,B738,F-HUYB,C,FALSE,,
02-Apr-26,19:20,FR205,London (STN),STN,Ryanair,B738,SP-RKV,C,FALSE,,
02-Apr-26,19:30,BA834,London (LHR),LHR,British Airways,A21N,G-TNED,C,FALSE,,
02-Apr-26,19:30,BA4468,London (LCY),LCY,British Airways,E190,G-LCYM,C,FALSE,,
02-Apr-26,19:30,FR99,Wroclaw (WRO),WRO,Ryanair,B38M,SP-RZN,C,FALSE,,
02-Apr-26,19:30,FR9612,Rome (FCO),FCO,Ryanair,B38M,EI-HMW,C,FALSE,,
02-Apr-26,19:35,EI173,London (LHR),LHR,Aer Lingus,A20N,EI-NSB,C,FALSE,,
02-Apr-26,19:35,FR7133,Faro (FAO),FAO,Ryanair,B738,EI-EBK,C,FALSE,,
02-Apr-26,19:45,FR1773,Valencia (VLC),VLC,Ryanair,B738,EI-EGD,C,FALSE,,
02-Apr-26,19:50,FR123,London (LGW),LGW,Ryanair,B738,9H-QDR,C,FALSE,,
02-Apr-26,20:05,EK163,Dubai (DXB),DXB,Emirates,B77W,A6-EPC,C,FALSE,,
02-Apr-26,20:10,EI585,Malaga (AGP),AGP,Aer Lingus,A320,EI-FNJ,C,FALSE,,
02-Apr-26,20:10,FR9678,Seville (SVQ),SVQ,Ryanair,B738,9H-QCD,C,FALSE,,
02-Apr-26,20:15,FR7157,Madrid (MAD),MAD,Ryanair,B738,9H-QAV,C,FALSE,,
02-Apr-26,20:20,DN407,Bacau (BCM),BCM,Dan Air,A320,YR-JUL,C,FALSE,,
